title,release_year,vote_count_max,vote_average_prom
Mato sem Cachorro,2013,17.0,5.5
Matru Ki Bijlee Ka Mandola,2013,21.0,5.6
Matt Besser: Besser Breaks The Record,2016,0.0,0.0
Matt Braunger: Big Dumb Animal,2015,4.0,8.6
Matt Shepard Is a Friend of Mine,2014,15.0,8.2
Matterhorn,2013,10.0,6.4
Matthew's Days,1968,2.0,5.5
Matti: Hell Is for Heroes,2006,12.0,5.8
Maudie,2017,20.0,7.6
Maula Jat,1979,1.0,10.0
Maundy Thursday,2006,9.0,5.8
Mauri,1988,2.0,6.5
Maurice,1987,62.0,7.1
Mauvais Sang,1986,32.0,6.9
Maverick,1994,490.0,6.6
Mavi Boncuk,1974,4.0,8.3
Mavis!,2015,3.0,8.0
Max,1994,3.0,5.7
Max,2002,39.0,6.2
Max,2015,282.0,6.8
Max & Co,2007,2.0,6.8
Max & Leon,2016,202.0,6.7
Max Dugan Returns,1983,18.0,6.3
Max Havoc: Curse Of The Dragon,2004,0.0,0.0
Max Keeble's Big Move,2001,33.0,5.4
Max Manus: Man of War,2008,81.0,6.9
Max Payne,2008,625.0,5.2
Max Rose,2016,2.0,5.0
Max Schmeling,2010,8.0,4.6
Max Steel,2016,234.0,5.1
Max and Mona,2004,1.0,8.0
Max and the Junkmen,1971,10.0,6.3
Maxed Out,2006,11.0,7.0
Maximum Conviction,2012,40.0,4.8
Maximum Overdrive,1986,170.0,5.5
Maximum Ride,2016,69.0,4.5
Maximum Risk,1996,104.0,5.3
May,2002,153.0,6.3
May 18,2007,8.0,6.4
May Fools,1990,17.0,6.4
May God Forgive Us,2016,77.0,6.9
May I Kill U?,2013,5.0,4.4
May Morning,1970,0.0,0.0
May in the Summer,2013,10.0,5.8
Maya Lin: A Strong Clear Vision,1995,0.0,0.0
Maya the Bee Movie,2014,28.0,5.5
Maybe Baby,2000,20.0,5.6
Maybe I'll Come Home in the Spring,1971,2.0,5.5
Maybe... Maybe Not,1994,34.0,6.1
"Mayday at 40,000 Feet!",1976,2.0,8.0
Mayerling,1936,2.0,7.3
Mayerling,1968,5.0,6.6
Mayor Cupcake,2011,1.0,3.5
Mayor of the Sunset Strip,2003,5.0,7.2
Maytime,1937,1.0,5.0
Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,2015,5.0,7.8
Maze,2000,2.0,7.0
Maze Runner: The Scorch Trials,2015,3148.0,6.5
Maïna,2014,4.0,5.3
McBain,1991,7.0,4.6
McCabe & Mrs. Miller,1971,82.0,7.3
McCinsey's Island,1998,4.0,3.3
McConkey,2013,2.0,4.5
McCullin,2012,15.0,7.5
McDougal's Rest Farm,1947,0.0,0.0
"McFarland, USA",2015,216.0,7.4
McHale's Navy,1997,27.0,4.4
McHale's Navy Joins the Air Force,1965,2.0,5.5
McLaren,2017,13.0,8.0
McLibel,2005,4.0,7.8
McLintock!,1963,54.0,6.2
McQ,1974,25.0,6.0
Me & Isaac Newton,2000,0.0,0.0
Me Before You,2016,2674.0,7.6
Me Him Her,2016,10.0,4.7
Me Myself I,2000,11.0,5.9
Me Shivajiraje Bhosale Boltoy,2009,1.0,8.0
Me Too,2009,7.0,6.1
Me Too,2012,10.0,5.5
Me Two,2008,11.0,4.9
Me Without You,2001,19.0,7.1
Me and Charly,1978,5.0,7.4
Me and Earl and the Dying Girl,2015,962.0,7.7
Me and Him,1988,1.0,0.0
Me and Kaminski,2015,7.0,6.3
Me and Morrison,2001,6.0,4.8
Me and My Gal,1932,4.0,4.8
Me and Orson Welles,2009,50.0,6.6
Me and You,2012,47.0,6.2
Me and You and Everyone We Know,2005,108.0,7.0
Me and the Colonel,1958,5.0,7.0
Me and the Kid,1993,0.0,0.0
Me casé con un boludo,2016,12.0,6.0
"Me, Myself & Irene",2000,956.0,6.1
"Me, Myself and Mum",2013,231.0,6.6
"Me, Natalie",1969,2.0,7.0
"Me, Them And Lara",2010,42.0,5.4
"Me, You, Them",2000,14.0,6.5
"Me, a Groupie",1970,4.0,5.3
Mea Culpa,2014,58.0,6.0
Mea Maxima Culpa: Silence in the House of God,2012,23.0,7.6
Meadowland,2015,42.0,6.4
Mean Creek,2004,110.0,6.9
Mean Dreams,2016,22.0,6.5
Mean Frank and Crazy Tony,1973,0.0,0.0
Mean Girls,2004,2401.0,6.9
Mean Girls 2,2011,281.0,5.1
Mean Guns,1997,27.0,5.8
Mean Machine,2001,158.0,6.1
Mean Streets,1973,359.0,7.2
Meant To Be,2010,5.0,4.4
Meantime,1984,18.0,6.8
Meanwhile,2011,4.0,6.3
Measuring the World,2012,30.0,5.6
Meat Love,1989,10.0,7.3
Meat the Truth,2008,1.0,10.0
Meatball Machine,2005,16.0,5.4
Meatballs,1979,79.0,5.9
Meatballs 4,1992,4.0,3.3
Meatballs III: Summer Job,1986,14.0,4.4
Meatballs Part II,1984,13.0,3.5
Mechanic: Resurrection,2016,1236.0,5.3
Mechanics of the Brain,1926,1.0,5.0
Mechenosets,2006,7.0,5.6
Medea,1969,32.0,6.1
Medea,1988,14.0,6.6
Medeas,2013,6.0,6.7
Mediastan,2013,4.0,5.3
Medicine Man,1992,114.0,5.8
Medicine for Melancholy,2008,4.0,6.9
Mediterranea,2015,16.0,6.5
Mediterranean Food,2009,7.0,5.7
Mediterraneo,1991,157.0,7.4
Medium Cool,1969,14.0,7.0
Medium Raw,2010,7.0,3.9
Medora,2013,1.0,5.0
Medusa,1998,1.0,6.0
Meek's Cutoff,2010,79.0,6.5
Meet Bill,2007,89.0,5.9
Meet Dave,2008,381.0,5.1
Meet Him And Die,1976,1.0,5.0
Meet Joe Black,1998,1174.0,6.9
Meet John Doe,1941,52.0,7.3
Meet Market,2004,0.0,0.0
Meet Me at the Fair,1953,0.0,0.0
Meet Me in Las Vegas,1956,1.0,5.0
Meet Me in St. Louis,1944,66.0,6.8
Meet Me in Venice,2015,2.0,7.5
Meet Monica Velour,2010,12.0,5.5
Meet Prince Charming,2002,3.0,5.0
Meet The Santas,2005,5.0,4.2
Meet Wally Sparks,1997,10.0,5.3
Meet the Applegates,1991,6.0,5.0
Meet the Blacks,2016,64.0,4.5
Meet the Browns,2008,35.0,6.0
Meet the Deedles,1998,19.0,4.1
Meet the Feebles,1989,68.0,6.4
Meet the Fockers,2004,1412.0,6.1
Meet the Fokkens,2011,1.0,4.0
Meet the Guilbys,2016,14.0,5.2
Meet the Hitlers,2014,0.0,0.0
Meet the Mormons,2014,4.0,5.8
Meet the Parents,2000,1743.0,6.6
Meet the Patels,2015,23.0,6.8
Meet the Robinsons,2007,787.0,6.7
Meet the Spartans,2008,370.0,3.8
Meetin' WA,1986,6.0,5.2
Meeting David Wilson,2010,1.0,7.0
Meeting Evil,2012,59.0,4.7
Meeting People Is Easy,1998,10.0,7.2
Mega Man,2010,1.0,4.0
Mega Piranha,2010,52.0,3.0
Mega Python vs. Gatoroid,2011,11.0,3.5
Mega Shark vs Giant Octopus,2009,54.0,3.7
Mega Shark vs. Crocosaurus,2010,39.0,2.7
Mega Shark vs. Mecha Shark,2014,29.0,3.1
Mega Snake,2007,6.0,3.8
Megacities,1998,3.0,7.0
Megafault,2009,16.0,3.4
Megaforce,1982,15.0,3.5
Megamind,2010,1968.0,6.7
Megamind: The Button Of Doom,2011,42.0,6.4
Megan Leavey,2017,101.0,7.1
Megan is Missing,2011,63.0,5.4
Megaville,1990,1.0,6.0
Megazone 23,1985,4.0,5.3
Megazone 23 III,1989,2.0,4.0
Megiddo: The Omega Code 2,2001,8.0,3.6
Mei and the Kittenbus,2002,17.0,7.3
Meilleur espoir féminin,2000,10.0,6.7
Mein Kampf,2009,8.0,3.8
"Meine Frau, meine Freunde und ich",2004,0.0,0.0
Mel Brooks: Live at the Geffen,2015,1.0,8.0
Mela,2000,4.0,5.5
Melancholia,2011,915.0,7.0
Melbourne,2014,5.0,6.2
Melinda and Melinda,2004,128.0,6.3
Melissa P.,2005,96.0,4.1
Mellow Mud,2016,4.0,6.9
Melody,1971,13.0,7.4
Melody,2014,3.0,7.5
Melody Time,1948,42.0,6.3
Melody for a Street Organ,2009,5.0,5.4
Melody on Parade,1936,1.0,3.0
Meltdown: Days of Destruction,2006,4.0,4.8
Melvin Goes to Dinner,2003,5.0,3.8
Melvin and Howard,1980,18.0,6.8
Memed My Hawk,1984,1.0,5.0
Memento,2000,4168.0,8.1
Memoirs of a Geisha,2005,670.0,7.3
Memoirs of a Teenage Amnesiac,2010,4.0,5.0
Memoirs of an Invisible Man,1992,127.0,5.7
Memorial Day,1983,0.0,0.0
Memorial Day,2011,20.0,5.8
Memories,1995,60.0,7.2
Memories,2013,9.0,7.2
Memories of Matsuko,2006,33.0,7.2
Memories of Me,1988,3.0,5.0
Memories of Murder,2003,427.0,7.9
Memories of My Melancholy Whores,2011,10.0,6.6
Memories of Underdevelopment,1968,9.0,7.1
Memories of the Sword,2015,23.0,6.4
Memory,2006,9.0,4.7
Memory Lane,2010,2.0,5.0
Memory Lane,2011,12.0,4.1
Memory Run,1995,1.0,4.5
Memory Vague,2009,0.0,0.0
Memphis,2013,6.0,5.6
Memphis Belle,1990,123.0,6.4
Memphis: The Broadway Musical,2011,2.0,8.0
Men & Chicken,2015,57.0,6.6
Men Are From Mars... And That’s Where I’m Going!,2014,30.0,6.7
Men Behind the Sun,1988,46.0,6.1
Men Boxing,1891,9.0,3.5
Men Cry Bullets,1998,1.0,7.0
Men Do what Men Can,2012,13.0,6.3
Men Don't Cry,1968,4.0,7.1
Men Don't Leave,1990,10.0,6.6
Men Go to Battle,2016,3.0,5.3
Men Seeking Women,1997,5.0,4.2
Men Vs Women,2010,149.0,5.5
Men Without Women,1930,3.0,4.7
Men and Women,1964,1.0,5.0
Men at Work,1990,99.0,5.5
Men in Black,1997,4521.0,6.9
Men in Black 3,2012,4228.0,6.3
Men in Black II,2002,3188.0,6.1
Men in Hope,2011,20.0,6.7
Men in War,1957,12.0,7.1
Men in White,1998,2.0,2.5
Men in the City,2009,51.0,5.7
Men in the City 2,2011,31.0,6.2
Men of Honor,2000,556.0,7.0
Men of Means,1999,0.0,0.0
Men of Respect,1990,5.0,3.8
Men of War,1994,30.0,5.5
Men of the Fighting Lady,1954,1.0,6.0
Men to Kiss,2012,3.0,3.8
Men with Brooms,2002,8.0,4.6
Men with Guns,1997,3.0,6.3
Men with Guns,1998,0.0,0.0
Men without Wings,1946,2.0,2.5
Men's Games,1992,1.0,7.0
"Men, Women & Children",2014,323.0,6.4
Men...,1985,7.0,7.1
Menace II Society,1993,179.0,7.2
Mending Fences,2009,2.0,4.0
Mendy,2003,0.0,0.0
Menno's Mind,1997,0.0,0.0
Menolippu Mombasaan,2002,6.0,4.8
Mental,2012,34.0,5.8
Mentor,2006,1.0,10.0
Mephisto,1981,33.0,7.1
Mera Naam Joker,1970,3.0,10.0
Merantau,2009,43.0,6.2
Mercenaries,2011,6.0,5.8
Mercenaries,2014,33.0,4.3
Mercenary,2016,10.0,6.8
Mercenary for Justice,2006,27.0,4.3
Merchants of Doubt,2014,36.0,7.5
Merci patron !,2016,31.0,7.5
Merci pour le Chocolat,2000,13.0,5.5
"Mercredi, folle journée !",2001,2.0,6.5
Mercury Man,2006,4.0,4.3
Mercury Plains,2016,17.0,5.1
Mercury Rising,1998,374.0,6.0
Mercy,2000,6.0,5.2
Mercy,2009,6.0,5.2
Mercy,2014,81.0,4.7
Mercy,2016,38.0,4.1
Mercy Streets,2000,2.0,5.5
Mere Brother Ki Dulhan,2011,19.0,6.5
Merlin,1998,47.0,6.0
Merlin and the War of the Dragons,2008,8.0,3.1
Merlin's Apprentice,2006,10.0,5.0
Merlin's Shop of Mystical Wonders,1996,9.0,2.1
Merlusse,1938,2.0,7.3
Mermaid,1997,10.0,6.6
Mermaid,2007,16.0,6.3
Mermaid Chronicles Part 1: She Creature,2001,26.0,5.8
Mermaids,1990,124.0,6.5
Merrill's Marauders,1962,16.0,5.7
Merrily We Live,1938,2.0,7.0
"Merry Christmas, Drake and Josh",2008,23.0,5.7
"Merry Christmas, Mr. Lawrence",1983,88.0,7.4
Merry Ex-Mas,2014,2.0,1.0
Merry In-Laws,2012,1.0,7.0
Merry Kissmas,2015,20.0,6.8
Merry Madagascar,2009,57.0,6.3
Merry Matrimony,2015,6.0,5.9
Merry-Go-Round,1923,3.0,6.0
Meru,2015,68.0,7.4
Meshes of the Afternoon,1943,57.0,7.7
Meskada,2010,6.0,4.6
Mesmerized,1985,4.0,4.4
Mesrine: Killer Instinct,2008,243.0,7.3
Mesrine: Public Enemy #1,2008,223.0,7.3
Message from Space,1978,7.0,5.9
Message in a Bottle,1999,198.0,5.9
Message to Love: The Isle of Wight Festival,1996,4.0,6.4
Messages Deleted,2009,14.0,4.8
Messenger of Death,1988,11.0,5.6
Messi,2014,49.0,7.7
Messiah of Evil,1973,31.0,6.7
Metal Brothers,2012,10.0,4.5
Metal Gear Solid: Philanthropy,2009,7.0,6.4
Metal Skin,1994,1.0,3.0
Metal: A Headbanger's Journey,2005,41.0,7.8
Metalhead,2013,39.0,6.9
Metallica: A Year and a Half in the Life Of...,1992,7.0,6.8
Metallica: Some Kind of Monster,2004,49.0,6.7
Metallica: Through the Never,2013,86.0,6.7
Metalocalypse: The Doomstar Requiem,2013,9.0,7.7
Metalstorm: The Destruction of Jared-Syn,1983,13.0,3.0
Metamorphoses,1978,0.0,0.0
Metamorphosis,1990,3.0,6.3
Metamorphosis,2003,1.0,1.0
Metamorphosis : The Alien Factor,1990,6.0,5.8
Metastases,2009,9.0,6.9
Metastases,2012,5.0,5.9
Metello,1970,4.0,4.5
Meteor,1979,37.0,5.1
Meteor,2009,10.0,5.1
Meth,2006,0.0,0.0
Methadonia,2005,3.0,3.3
Method to the Madness of Jerry Lewis,2011,1.0,7.0
Metro,1997,136.0,5.3
Metro,2013,60.0,6.0
Metro Manila,2013,58.0,7.2
Metrobranding,2010,1.0,1.5
Metroland,1997,8.0,6.1
Metronotte,2000,0.0,0.0
Metropia,2009,53.0,6.3
Metropolis,1927,666.0,8.0
Metropolis,2001,99.0,6.8
Metropolitan,1990,39.0,7.0
Meu Passado me Condena,2013,69.0,6.5
Mexican Bus Ride,1952,5.0,7.6
Mexican Hayride,1948,5.0,6.0
Mexico's Most Wanted,2013,1.0,6.0
Mezzo Forte,2000,7.0,6.0
Mi Amigo Hugo,2014,1.0,1.0
Mi Vida Loca,1994,9.0,5.7
Mi adorado Juan,1950,0.0,0.0
Mi manda Picone,1984,4.0,5.5
Mi mejor enemigo,2005,3.0,7.0
Mia Madre,2015,109.0,6.3
Mia and the Migoo,2008,7.0,5.9
Mia melissa ton Avgousto,2007,1.0,8.0
Mia trelli... trelli oikogeneia,1965,1.0,7.0
Miami Blues,1990,42.0,5.7
Miami Connection,1987,28.0,6.0
Miami Exposé,1956,2.0,5.0
Miami Golem,1985,0.0,0.0
Miami Magma,2011,13.0,4.4
Miami Rhapsody,1995,7.0,5.6
Miami Vice,2006,494.0,5.7
Michael,1924,4.0,8.3
Michael,1996,174.0,5.5
Michael,2011,34.0,7.4
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,6.0,8.3
Michael Che Matters,2016,11.0,7.5
Michael Clayton,2007,508.0,6.6
Michael Collins,1996,98.0,6.8
Michael Ian Black: Noted Expert,2016,3.0,7.7
Michael Jackson Dangerous Tour - Bucharest - 1992,1992,11.0,8.1
Michael Jackson's Journey from Motown to Off the Wall,2016,33.0,7.2
Michael Jackson's Thriller,1983,90.0,8.1
Michael Jackson: Life of a Superstar,2008,0.0,0.0
Michael Jackson: Number Ones,2003,14.0,7.5
Michael Jordan to the Max,2000,10.0,7.5
Michael Jordan: An American Hero,1999,3.0,5.2
Michael Laudrup: A Football Player,1993,1.0,6.0
Michael Moore in TrumpLand,2016,35.0,6.3
Michael Shayne: Private Detective,1940,4.0,6.3
Michael the Brave,1970,9.0,8.2
Michel Vaillant,2003,45.0,5.1
Michou d'Auber,2007,15.0,6.1
Mick Foley: Cheap Pops,2015,0.0,0.0
Micke & Veronica,2014,4.0,7.0
Mickey,1918,4.0,7.5
Mickey,2004,1.0,6.5
Mickey Blue Eyes,1999,142.0,5.3
Mickey Mouse in Vietnam,1968,7.0,5.1
Mickey One,1965,6.0,5.8
Mickey's Christmas Carol,1983,167.0,7.6
Mickey's Gala Premier,1933,6.0,6.0
Mickey's Good Deed,1932,10.0,5.8
Mickey's House of Villains,2001,39.0,6.4
Mickey's Once Upon a Christmas,1999,98.0,6.7
Mickey's Orphans,1931,6.0,4.8
Mickey's Polo Team,1936,7.0,8.0
Mickey's Trailer,1938,23.0,6.7
Mickey's Twice Upon a Christmas,2004,58.0,7.1
"Mickey, Donald, Goofy: The Three Musketeers",2004,162.0,6.3
Micki & Maude,1984,13.0,6.0
Micky Flanagan: Live - Back In The Game Tour,2013,4.0,6.5
Mickybo and Me,2005,9.0,7.6
Micmacs,2009,150.0,6.8
Micro Men,2009,6.0,7.3
Microbe and Gasoline,2015,36.0,6.0
Microcosmos,1996,61.0,7.7
Microphone,2011,2.0,8.5
Microwave Massacre,1983,19.0,4.8
Mid-August Lunch,2008,27.0,7.0
Midaq Alley,1995,12.0,6.4
Midday Event,2017,0.0,0.0
Middle Man,2017,5.0,0.0
Middle Men,2009,94.0,6.5
Middle School: The Worst Years of My Life,2016,70.0,6.9
Middle Sexes: Redefining He and She,2005,0.0,0.0
Middle of Nowhere,2008,20.0,6.1
Middle of Nowhere,2012,7.0,6.6
Middle of the Night,1959,4.0,5.4
Midgets Vs. Mascots,2009,4.0,5.5
Midnight,1934,5.0,3.1
Midnight,1939,18.0,7.0
Midnight,1982,2.0,7.0
Midnight,1998,0.0,0.0
Midnight Chronicles,2008,4.0,3.8
Midnight Clear,2006,0.0,0.0
Midnight Cowboy,1969,307.0,7.4
Midnight Crossing,1988,5.0,6.2
Midnight Dancers,1994,1.0,7.0
Midnight Diner,2014,10.0,7.6
Midnight Express,1978,309.0,7.6
Midnight FM,2010,36.0,6.9
Midnight Lace,1960,24.0,6.9
Midnight Madness,1980,14.0,5.4
Midnight Man,1995,1.0,7.0
Midnight Manhunt,1945,3.0,2.0
Midnight Mary,1933,4.0,5.8
Midnight Masquerade,2014,6.0,5.0
Midnight Movie,2008,22.0,5.6
Midnight Movies: From the Margin to the Mainstream,2006,11.0,7.3
Midnight Ride,1990,2.0,8.0
Midnight Run,1988,241.0,7.2
Midnight Shadow,1939,1.0,4.0
Midnight Son,2011,15.0,6.7
Midnight Special,2016,705.0,6.2
Midnight Sun,2006,9.0,6.9
Midnight Sun,2014,18.0,5.8
Midnight in Paris,2011,2049.0,7.4
Midnight in the Garden of Good and Evil,1997,161.0,6.3
Midnight's Children,2012,15.0,5.4
Midori,1992,15.0,7.3
Midsummer,2003,12.0,5.4
Midway,1976,74.0,6.3
Midway to Heaven,2011,2.0,5.0
Miesten välisiä keskusteluja,2013,0.0,0.0
Miffo,2003,5.0,4.0
Mifune,1999,16.0,6.8
Mifune: The Last Samurai,2016,5.0,7.6
Mighty Aphrodite,1995,145.0,6.7
Mighty Jack,1987,1.0,2.0
Mighty Joe Young,1949,25.0,6.7
Mighty Joe Young,1998,208.0,5.9
Mighty Morphin Power Rangers: The Movie,1995,153.0,5.2
Mighty Uke,2011,0.0,0.0
Miguel San Miguel,2012,1.0,6.0
Miguel and William,2007,3.0,5.0
Mike Bassett: England Manager,2001,15.0,7.2
Mike Birbiglia: My Girlfriend's Boyfriend,2013,16.0,8.1
Mike Birbiglia: Thank God for Jokes,2017,14.0,7.5
Mike Birbiglia: What I Should Have Said Was Nothing,2008,11.0,7.0
Mike Epps: Don't Take It Personal,2015,3.0,6.0
Mike Tyson: Undisputed Truth,2013,20.0,6.7
Mike and Dave Need Wedding Dates,2016,901.0,5.9
Mike's Murder,1984,4.0,5.5
Mike's New Car,2002,141.0,6.9
Mikey,1992,11.0,5.2
Mikey and Nicky,1976,9.0,6.9
Milarepa,2008,4.0,8.0
Mildred Pierce,1945,81.0,7.4
Mildred Pierce,2011,36.0,7.3
Mile... Mile & A Half,2013,4.0,8.8
Miles,2017,2.0,7.0
Miles Ahead,2016,74.0,6.7
Miles Electric - A Different Kind Of Blue,2004,2.0,4.0
Miles Jupp: Is The Chap You're Thinking Of,2015,0.0,0.0
Milestones,1975,1.0,5.0
Milf,2010,30.0,4.2
Milius,2013,20.0,6.9
Milk,1998,4.0,7.4
Milk,2008,628.0,6.699999999999999
Milk Brothers,1976,7.0,8.4
Milk Money,1994,49.0,5.6
Milk and Honey,2003,0.0,0.0
Milk?,2014,0.0,0.0
Milka - A Film About Taboos,1980,0.0,0.0
Milky Way,2007,2.0,2.5
Mill of the Stone Women,1960,9.0,5.7
Mille bolle blu,1993,1.0,6.0
Millennium,1989,45.0,5.0
Millennium Actress,2001,123.0,7.8
Millennium Mambo,2001,32.0,7.2
Miller's Crossing,1990,431.0,7.5
Millhouse,1971,1.0,5.0
Millie,1931,1.0,0.0
Milling the Militants,1913,0.0,0.0
Million Dollar Arm,2014,264.0,6.6
Million Dollar Baby,2004,2519.0,7.7
Million Dollar Crocodile,2012,11.0,5.0
Million Dollar Legs,1932,3.0,5.0
Million Dollar Mermaid,1952,0.0,0.0
Million Dollar Mystery,1987,1.0,4.5
Millionaires Express,1986,9.0,6.1
Millions,2005,106.0,6.3
Millions Like Us,1943,5.0,5.3
Millipilleri,1966,0.0,0.0
Milosc,2012,1.0,5.0
Milton Glaser: To Inform & Delight,2008,2.0,6.8
Milton's Secret,2016,4.0,6.3
"Milwaukee, Minnesota",2003,2.0,4.3
Mimesis,2011,13.0,3.8
Mimic,1997,255.0,5.7
Mimic 2,2001,54.0,4.8
Mimic: Sentinel,2003,36.0,4.8
Mimino,1977,16.0,7.6
Min and Bill,1930,3.0,6.0
Mina Tannenbaum,1994,3.0,4.8
Minamata: The Victims and Their World,1971,1.0,5.0
Minbo: the Gentle Art of Japanese Extortion,1992,1.0,4.5
Mind Game,2004,46.0,8.0
Mind Meld: Secrets Behind the Voyage of a Lifetime,2001,4.0,6.6
MindGamers,2015,2.0,6.0
Mindfulness and Murder,2011,2.0,5.5
Mindhorn,2017,63.0,6.4
Mindhunters,2004,339.0,6.3
Mindscape,2013,202.0,6.5
Mindwalk,1990,13.0,6.5
Mindwarp,1992,20.0,5.5
Mine,2009,2.0,8.5
Mine,2016,321.0,6.5
Mine Games,2012,31.0,5.3
Mine Own Executioner,1947,3.0,7.2
Minecraft: The Story of Mojang,2012,18.0,6.5
Mingus: Charles Mingus 1968,1968,0.0,0.0
Mini's First Time,2006,25.0,5.2
Minimalism: A Documentary About the Important Things,2015,53.0,6.7
Minions,2015,4729.0,6.4
Minions: Orientation Day,2010,95.0,7.0
Ministry of Fear,1944,40.0,6.5
Minnie and Moskowitz,1971,19.0,6.4
Minor Details,2009,3.0,2.7
Minority Report,2002,2663.0,7.1
Minuscule: Valley of the Lost Ants,2013,128.0,6.6
Minutemen,2008,52.0,5.1
Mio cognato,2003,3.0,5.3
Mio in the Land of Faraway,1987,23.0,6.3
Mio papà,2014,7.0,7.3
Mira,1971,2.0,6.3
Miracle,2004,162.0,7.0
Miracle Beach,1992,9.0,5.6
Miracle Dogs Too,2006,2.0,5.3
Miracle In Lane 2,2000,11.0,5.7
Miracle Mile,1989,50.0,7.2
Miracle Run,2003,14.0,7.1
Miracle at St. Anna,2008,90.0,6.3
Miracle in Cell No. 7,2013,94.0,8.0
Miracle in Harlem,1948,2.0,6.3
Miracle in Milan,1951,26.0,7.0
Miracle in the Rain,1956,2.0,8.5
Miracle on 34th Street,1947,139.0,7.4
Miracle on 34th Street,1994,199.0,6.4
Miracle on Ice,1981,4.0,3.9
Miracles,1986,2.0,5.5
Miracles For Sale,1939,4.0,5.5
Miracles from Heaven,2016,191.0,6.8
Miraculum,2014,11.0,5.3
Mirage,1965,20.0,6.5
Mirage,1995,1.0,4.0
Mirage,2004,2.0,7.0
Mirage Men,2013,3.0,5.0
Miraklet i Viskan,2015,1.0,5.0
Miral,2010,15.0,5.1
Miranda,1948,6.0,6.8
Miranda,1985,15.0,5.3
Miranda,2002,5.0,6.4
Mirch,2010,2.0,2.3
Mirror,1975,147.0,7.8
Mirror Mirror,1990,4.0,5.1
Mirror Mirror,2012,1148.0,5.5
Mirror for a Hero,1987,7.0,5.2
Mirrored Mind,2006,4.0,6.3
Mirrormask,2005,107.0,6.6
Mirrors,2008,494.0,6.0
Mirrors 2,2010,110.0,5.4
Misa mi,2003,0.0,0.0
Mischief,1985,28.0,6.2
Mischief Night,2013,32.0,4.4
Mischief Night,2014,6.0,5.0
Misconception,2014,0.0,0.0
Misconduct,2016,149.0,5.3
Miserere,2013,20.0,6.2
Misery,1990,1085.0,7.6
Misery Loves Comedy,2015,12.0,6.5
Mishima: A Life in Four Chapters,1985,37.0,7.7
Miss Annie Rooney,1942,2.0,3.3
Miss Austen Regrets,2008,21.0,5.4
Miss Bala,2011,34.0,6.2
Miss Blue Jeans,2012,6.0,5.9
Miss Cast Away,2004,5.0,2.7
Miss Conception,2008,17.0,4.2
Miss Congeniality,2000,987.0,6.1
Miss Congeniality 2: Armed and Fabulous,2005,433.0,5.3
Miss Director,1964,5.0,7.1
Miss Firecracker,1989,8.0,5.0
Miss Granny,2014,33.0,7.0
Miss Hokusai,2015,20.0,6.5
Miss India America,2016,4.0,3.7
Miss Julie,1951,12.0,6.0
Miss Julie,1999,3.0,6.3
Miss Julie,2011,4.0,5.8
Miss Julie,2014,46.0,5.8
Miss Kicki,2009,6.0,6.2
Miss Lovely,2012,5.0,5.7
Miss Lulu Bett,1921,1.0,5.0
Miss March,2009,78.0,5.4
Miss Marple: The Moving Finger,1985,5.0,7.2
Miss Meadows,2014,60.0,5.1
Miss Minoes,2001,21.0,6.5
Miss Météo,2005,1.0,6.0
Miss Nobody,2010,15.0,4.3
Miss Oyu,1951,9.0,6.1
Miss Peregrine's Home for Peculiar Children,2016,3213.0,6.5
Miss Pettigrew Lives for a Day,2008,100.0,6.8
Miss Potter,2006,143.0,6.3
Miss Representation,2011,19.0,7.7
Miss Rose White,1992,0.0,0.0
Miss Sadie Thompson,1953,5.0,5.0
Miss Saigon: 25th Anniversary,2016,10.0,8.9
Miss Sharon Jones!,2015,3.0,8.0
Miss Sloane,2016,317.0,7.2
Miss Stevens,2016,17.0,6.0
Miss Sweden,2004,8.0,5.5
Miss Violence,2013,61.0,6.7
Miss You Already,2015,232.0,7.3
Miss You Can Do It,2013,1.0,8.5
Miss Zombie,2013,18.0,6.4
Miss and the Doctors,2013,15.0,5.0
Missile to the Moon,1958,3.0,3.7
Missing,1982,81.0,7.2
Missing,2007,2.0,4.3
Missing,2008,4.0,4.3
Missing Pieces,2000,3.0,4.0
Missing William,2014,2.0,3.5
Missing in Action,1984,107.0,5.2
Missing in Action 2: The Beginning,1985,65.0,5.0
Missing in America,2005,10.0,6.1
Mission Bloody Mary,1965,0.0,0.0
Mission Blue,2014,7.0,7.7
Mission Congo,2013,0.0,0.0
Mission Impossible: Samurai,2014,3.0,6.0
Mission Kashmir,2000,15.0,5.8
Mission London,2010,8.0,6.8
Mission Park,2013,5.0,5.1
Mission to Lars,2015,7.0,6.4
Mission to Mars,2000,374.0,5.7
Mission to Mir,1997,2.0,3.0
Mission to Moscow,1943,4.0,4.0
Mission: Impossible,1996,2677.0,6.7
Mission: Impossible - Ghost Protocol,2011,4026.0,6.8
Mission: Impossible - Rogue Nation,2015,3274.0,7.1
Mission: Impossible II,2000,1966.0,5.9
Mission: Impossible III,2006,2062.0,6.5
Missionary,2013,7.0,5.1
Missionary Man,2007,11.0,5.5
Mississippi Burning,1988,336.0,7.4
Mississippi Damned,2009,4.0,7.0
Mississippi Grind,2015,137.0,5.9
Mississippi Masala,1991,21.0,6.4
Mississippi Mermaid,1969,33.0,6.7
