release_date,title
2008-09-05,Milarepa
1993-01-17,Marked for Murder
2008-02-22,Morgan Pålsson - Världsreporter
2012-10-08,Renoir
2005-01-01,Typhoon
2013-01-12,The Last Stand
2013-01-17,Mama
2008-08-29,The Candidate
2013-04-05,Upstream Color
1932-12-16,Fast Life
2012-05-16,Careless Love
2009-10-01,Special When Lit
2011-07-31,The Year of the Tiger
2012-01-01,Outpost: Black Sun
1990-07-02,Preston Sturges: The Rise and Fall of an American Dreamer
1973-10-13,Double Indemnity
2002-11-02,London After Midnight
2013-01-18,Broken City
2009-04-24,Nursery University
1955-01-01,The Counterfeit Coin
2012-02-02,Nameless Gangster
2012-09-07,Ginger & Rosa
2002-08-11,First Shot
2012-01-01,Marina Abramović: The Artist Is Present
2011-09-02,Bonsai
2012-02-12,Shadow Dancer
2012-02-16,Thale
2013-04-12,It's a Disaster
1966-10-26,Texas Across the River
1969-11-19,The Comic
1957-12-22,Up In Smoke
1999-08-15,First Daughter
2011-01-21,The Flaw
2011-03-10,Battle of Los Angeles
2012-03-03,Jason Becker: Not Dead Yet
2007-04-15,Chicago Massacre: Richard Speck
2012-02-25,Keep the Lights On
2012-09-07,Beauty Is Embarrassing
2011-09-08,Girl Model
2012-10-18,Crossfire Hurricane
2012-10-12,Middle of Nowhere
2001-11-29,True Blue
1957-04-01,The Guns Of Fort Petticoat
2011-02-16,Madagascar
2011-06-21,Omar Killed Me
2012-08-10,Red Hook Summer
1918-01-21,Stella Maris
2010-01-06,Die
2011-05-04,Sunny
2011-12-21,My Way
2012-03-07,Le Chef
2010-10-22,Punching the Clown
2012-12-28,Tale of a Forest
2011-01-17,Choose
1997-10-09,Made in Hong Kong
1976-03-01,Creature from Black Lake
1960-04-04,Bad Luck
2013-01-01,Movie 43
1992-06-16,The Iceman Tapes: Conversations with a Killer
1994-05-31,Night of the Demons 2
1943-06-10,Hitler's Madman
2013-01-04,Death Race: Inferno
2007-05-01,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe
1972-01-01,Pictures of the Old World
2012-04-20,Jean Gentil
1997-02-12,Day and Night
2012-09-07,The Pervert's Guide to Ideology
2013-01-23,Parker
2012-04-06,We the Party
2011-09-04,A Simple Life
2010-10-06,Treacle Jr.
2013-03-01,The End of Love
1994-02-01,Palms
1993-05-01,The Act in Question
2011-04-01,The Color Wheel
2012-08-10,The Green Wave
2012-11-30,Sightseers
2009-04-18,Oppai Volleyball
2013-01-17,Hansel & Gretel: Witch Hunters
1950-01-12,Kon-Tiki
2010-01-01,Murder by Proxy:  How America Went Postal
2012-05-21,After Porn Ends
1964-01-01,Angelique
2010-01-01,Stonehenge Apocalypse
2010-12-29,The Last Godfather
2012-05-11,Portrait of Wally
2012-11-09,Starlet
2012-09-14,Palme
2012-11-28,Poor Us: An Animated History of Poverty
1991-03-11,Ironclads
2012-10-30,Jim Jefferies: Fully Functional
2007-10-14,Tom Petty and the Heartbreakers: Runnin' Down a Dream
2004-12-03,Churchill: The Hollywood Years
2007-11-20,Sundome
1972-03-12,Godzilla vs. Gigan
2003-02-16,The Music Man
2012-08-24,"Wild Horse, Wild Ride"
2012-03-30,God Save My Shoes
2012-08-17,Why Stop Now?
1966-02-04,The Psychopath
1966-11-02,"Not With My Wife, You Don't!"
2010-11-03,The Big Picture
1938-10-31,A Woman's Face
2013-05-31,The East
2012-11-16,Pretty Sweet
2009-07-01,Lo
1974-02-01,The House of Seven Corpses
2010-06-30,The Karlsson Brothers
1976-09-01,Confessions of a Driving Instructor
1977-01-01,Confessions from a Holiday Camp
2005-05-12,Kilometre Zero
2012-12-14,Beyond the Hill
2012-02-13,Modest Reception
2011-09-23,Day Is Done
1965-01-01,Un vampiro para dos
2011-01-01,Love Likes Coincidences
2012-09-21,Blancanieves
2011-05-14,Return
2012-02-14,Tabu
2012-09-21,Head Games
2011-09-11,"Pink Ribbons, Inc."
2012-07-13,Ballplayer
1993-04-05,Désiré
1976-03-04,The Summer I Turned 15
2010-09-26,The Erotic Man
2009-05-13,All That I Love
2012-09-27,Upside Down
2012-11-24,The Liability
1983-01-01,Angst
1962-01-01,Pressure Point
2010-01-01,Butchered
2006-08-31,On the Edge
2006-01-01,2 Become 1
2012-08-27,The Baytown Outlaws
2013-01-18,LUV
2013-01-31,Stand Up Guys
2012-06-06,Le grand soir
1961-01-01,Kukuli
1969-01-01,The Land
2007-09-18,Chouga
2010-06-17,Udaan
1998-08-25,A Life Apart: Hasidism in America
2004-12-10,Hawking
2012-08-07,No
2013-06-07,Finding Joy
2012-05-25,Now Is Good
2013-02-01,The Haunting in Connecticut 2: Ghosts of Georgia
2010-06-19,The Adonis Factor
2008-02-13,Resident Evil: Degeneration
2012-02-11,Call Me Kuchu
1950-02-21,No Man of Her Own
2009-09-11,Starring Maja
2009-04-01,Miss Kicki
2013-02-07,Side Effects
2012-10-26,Midnight's Children
2013-02-01,Kadal
2013-02-07,Identity Thief
2007-08-18,The Waiting Room
2007-01-01,Shadow People
2013-06-28,The ABCs of Death
2013-02-07,21 Ways to Ruin a Marriage
1997-06-28,Rainy Dog
1971-03-19,Fuck Off! Images of Finland
2012-09-25,Resident Evil: Damnation
1978-01-01,The Foreigner
2004-08-20,Days and Hours
2010-03-01,Assault of the Sasquatch
1961-03-26,Dancing in the Rain
2007-12-01,The Rage
2010-09-15,The Bang Bang Club
2012-07-09,The Gatekeepers
2012-11-15,A Glimpse Inside the Mind of Charles Swan III
2012-08-02,Lore
2013-01-31,Traffic Department
2012-10-06,The Rumble in the Air: Conditioned Auditorium
1976-02-13,"Sasquatch, the Legend of Bigfoot"
2009-02-15,Right America:  Feeling Wronged
2009-05-26,The Devil's Tomb
2010-11-27,Game of Death
1970-06-13,Quackser Fortune Has a Cousin in the Bronx
1969-03-19,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?
1968-10-16,The Pink Jungle
2012-12-20,Chinese Zodiac
2013-02-06,The Playroom
2012-09-15,Song for Marion
2013-02-13,Beautiful Creatures
1972-12-16,Living Free
1951-10-26,Ten Tall Men
2011-02-11,Fig Jam
2010-10-22,Knucklehead
2013-02-06,A Good Day to Die Hard
1962-09-14,I Thank a Fool
2003-01-17,Monte Walsh
2013-03-01,21 & Over
1979-01-01,Tale of Tales
1963-01-01,The House Is Black
1963-01-01,Mothlight
2012-02-17,War Witch
2012-03-11,The World Before Her
1987-03-11,Who Killed Vincent Chin?
2013-02-07,Safe Haven
2011-09-09,Elles
2005-12-26,In the Edges: The 'Grizzly Man' Session
2012-11-04,Bronies: The Extremely Unexpected Adult Fans of My Little Pony
2011-10-26,Frozen Planet
2012-08-31,The Act of Killing
1932-07-12,The Match King
2000-09-08,The Goddess of 1967
2011-02-11,Åsa-Nisse - Welcome to Knohult
2011-03-01,PressPausePlay
2000-01-18,U.S. Seals
1971-02-12,Raid on Rommel
1970-07-27,The Angel Levine
2012-10-04,Universal Soldier: Day of Reckoning
2012-10-26,Room 237
1960-12-31,Arnulf Rainer
2009-10-23,"Above the Street, Below the Water"
2006-11-18,The Amazing Johnathan: Wrong on Every Level
1933-04-01,The Mind Reader
2012-10-23,Benji
2011-01-21,To.get.her
2013-02-14,Escape from Planet Earth
2013-02-15,Saving Lincoln
2006-04-04,Patton Oswalt: No Reason to Complain
2011-02-25,Confessions of a Brazilian Call Girl
1966-05-07,Death of a Salesman
1972-01-10,The Scarecrow
2006-07-18,Film Noir: Bringing Darkness to Light
2005-01-01,Helicopter String Quartet
1997-03-19,Breaking The Surface: The Greg Louganis Story
2011-03-11,Salla - Selling the Silence
2013-04-05,Before Midnight
2011-09-09,The Oranges
2012-01-12,Fake It So Real
1973-01-17,The Reincarnation of Isabel
2001-10-14,How to Make a Monster
2009-01-31,Which Way Home
2012-09-21,Heroine
2012-07-21,Starship Troopers: Invasion
1974-04-10,Lucifer Rising
2012-09-28,Escape
2013-02-21,Snitch
1968-03-15,Black and White
1969-10-03,Sixtynine
2007-06-21,Eye in the Sky
2013-02-08,The Pirate Bay: Away From Keyboard
2013-07-07,The Eternal Return of Antonis Paraskevas
2008-08-29,Living in Emergency: Stories of Doctors Without Borders
2013-02-21,Dark Skies
2002-03-10,Zig Zag
2005-12-29,Blue Swallow
2008-04-24,Empty Nest
2011-01-28,I am Jesus
2012-09-26,Marie Kroyer
2012-07-03,A Coffee in Berlin
2013-02-01,Journey to the West: Conquering the Demons
2010-01-01,Holy Wars
2004-01-01,911 in Plane Site
2002-11-15,Murder in Greenwich
1990-12-13,Maniac Cop 2
1997-03-25,Gunfighter's Moon
1958-04-07,A Movie
1913-05-09,Fantômas: In the Shadow of the Guillotine
1971-01-01,The Act of Seeing with One's Own Eyes
1999-04-15,On the Last Verse - A Small Film About Death
2006-06-12,"Look, Up in the Sky: The Amazing Story of Superman"
2004-06-23,ARAL. Fishing in an Invisible Sea
1962-11-12,The Suitor
1965-02-19,Yoyo
1966-02-25,As Long as You've Got Your Health
2013-02-27,Jack the Giant Slayer
2011-11-24,East Meets West
2013-02-28,The Last Exorcism Part II
1998-10-21,Lenny Bruce: Swear to Tell the Truth
1959-03-25,Verboten!
2010-09-10,The Solitude of Prime Numbers
2012-08-31,Wadjda
2010-10-01,The Unintentional Kidnapping of Mrs. Elfriede Ott
1949-10-05,The Legend of Sleepy Hollow
2013-03-26,G.I. Joe: Retaliation
2011-07-29,With Every Heartbeat
2006-10-20,My Name Is Juani
2013-02-28,Stoker
2013-01-03,Phantom
1998-04-19,The Tale of Sweeney Todd
1969-03-21,Le Grand Amour
2013-01-18,Sound City
2013-03-07,Oz: The Great and Powerful
2006-02-15,The Net 2.0
1978-08-12,Satan's Blood
2008-03-25,Tripping the Rift: The Movie
2007-10-24,Fog City Mavericks
2013-03-08,Dead Man Down
2013-03-20,The Croods
1971-02-09,Land of Milk and Honey
1956-10-31,The Thick-Walled Room
1956-11-21,I Will Buy You
2010-06-25,This Movie Is Broken
2010-01-22,Life 2.0
2010-04-24,Sons of Perdition
2011-09-09,Last Call at the Oasis
2012-09-18,The Child
1973-04-26,And Now The Screaming Starts
2008-06-03,Wieners
2011-12-25,The Borrowers
2000-12-18,First Person Plural
2000-01-01,First Target
2011-03-21,Age of the Dragons
1989-05-06,The Trial of the Incredible Hulk
2012-11-27,Populaire
1990-04-01,Central Park
1962-02-16,The Inheritance
2003-02-02,"Hello, Friend"
1947-08-27,The Hucksters
2012-09-14,Emperor
2010-08-13,The Silence
2012-01-15,The Girl
1965-06-23,Genghis Khan
1999-06-02,Shadow Boxers
2012-08-09,Leviathan
2012-11-01,Burn
2011-01-01,Elevator
2009-10-25,Paper Castles
2010-01-20,Accomplices
1950-09-28,The Glass Menagerie
1949-07-13,The Great Gatsby
2009-11-15,9500 Liberty
1962-12-01,Wild Guitar
1963-04-01,The Sadist
2012-01-27,Clip
2012-10-12,Herman's House
1951-12-31,Westward the Women
2012-01-21,A Thousand Cuts
2010-01-01,Pablo's Hippos
2012-02-17,Radio Rebel
2010-02-14,StarStruck
2011-11-11,Geek Charming
2008-04-04,Elevator
2012-11-09,In Their Skin
2013-02-08,I Give It a Year
2013-03-14,The Incredible Burt Wonderstone
2013-01-24,Spring Breakers
1987-02-07,The Red Spectacles
1991-12-31,Stray Dog: Kerberos Panzer Cops
2011-03-31,Abendland
2012-05-03,Shanghai Calling
2013-03-08,I'm So Excited!
2011-05-26,The Finger
2012-10-10,The Frozen
2011-10-11,Amber Lake
1990-01-15,Unspeakable Acts
2005-04-14,Dry Movie
1975-11-01,Operation: Daybreak
2000-01-10,The Crossing
2012-02-07,Shining Night: A Portrait of Composer Morten Lauridsen
2013-01-18,Stolen Seas
1954-11-01,The Snow Creature
1977-04-28,Snowbeast
2012-01-23,The Atomic States Of America
2012-08-03,Miss Blue Jeans
2010-01-10,I Am Comic
1988-12-01,Outlaw of Gor
2013-03-14,The Call
2013-03-20,Olympus Has Fallen
1957-05-27,The Wayward Bus
1916-04-16,Where Are My Children?
2013-03-22,InAPPropriate Comedy
2012-03-01,Gregory Crewdson: Brief Encounters
1990-12-12,Blood Games
2001-01-09,The Wandering Soul Murders
1936-01-01,The Searchers of Happiness
1930-11-08,Abraham Lincoln
1996-01-21,Riders of the Purple Sage
2007-04-28,Steep
2011-04-10,Los Marziano
2012-01-22,My Brother the Devil
2012-10-19,The First Time
2000-05-25,Mezzo Forte
2011-06-15,Company
2013-02-12,Kill for Me
1970-10-29,The Christine Jorgensen Story
1983-03-25,Moving Out
1998-08-23,The Baby Dance
1998-09-20,The Inspectors
2008-06-01,El Big Bang de Tunguska
1959-07-05,The Big Circus
2009-04-29,My Last Five Girlfriends
1929-01-01,The Kiss
2008-10-21,Trailer Park of Terror
2011-01-28,The Task
2008-09-24,2:22
2012-12-10,The Cottage
2007-02-02,Miguel and William
2012-03-13,The Brussels Business
1992-05-08,Big Girls Don't Cry... They Get Even
1999-07-11,Curse of the Blair Witch
1993-09-22,The Substitute
1934-04-28,Upperworld
2009-09-10,Storage
2012-08-01,Assassin's Bullet
2012-09-26,In the House
2012-07-20,30 Beats
2012-07-12,The King Is Dead!
1943-08-06,Nazty Nuisance
1992-01-01,An Ungentlemanly Act
2013-03-20,The Place Beyond the Pines
2012-03-06,Into the White
2012-09-08,The Brass Teapot
2013-03-24,Phil Spector
2008-03-01,For the Love of a Dog
2009-09-27,Alabama Moon
2012-04-10,Smitty
2013-03-22,The Host
2010-08-05,Ocean Heaven
2011-03-19,Angel Dog
2010-01-01,The Best and the Brightest
2012-09-20,Two Little Boys
2008-08-14,A Beautiful Life
2011-09-23,A Bird of the Air
1984-07-01,A Breed Apart
2011-03-12,A Bag of Hammers
2011-01-01,The Good Doctor
2011-09-09,The Whale
2013-03-21,Admission
2010-04-18,Riverworld
1945-11-09,Confidential Agent
2012-09-28,Kuningas Litmanen
2006-04-11,18 Fingers of Death!
2005-09-28,A Get2Gether
1968-03-08,A Man Called Gannon
2006-10-20,Don : The Chase Begins Again
2008-11-17,A Bunch of Amateurs
2012-07-11,Night Across the Street
2011-07-11,The Flat
2012-01-27,Patience (After Sebald)
2009-08-09,Magadheera
2004-06-29,Three Way
2000-02-18,Hey Ram
1983-04-21,A Night in Heaven
1974-12-08,'Twas the Night Before Christmas
2006-04-25,Dr. Dolittle 3
1974-06-28,The Ghost Galleon
2005-03-01,Marvin Gaye What's going on Life and Death of Marvin Gaye
1983-01-01,Copper Mountain
2011-07-19,One Life
2013-09-12,Blue Caprice
2012-11-22,Bad 25
2009-10-21,Solemn Promise
2007-05-07,Huddersfield
2012-10-07,Underground: The Julian Assange Story
1993-10-01,Lush Life
2012-10-27,009 Re: Cyborg
2012-02-12,Ace Attorney
2001-09-26,Emmauksen tiellä
2008-03-25,Loaded
1984-01-30,The Elusive Summer of '68
2003-08-08,Koi... Mil Gaya
1960-08-10,Dinosaurus!
2004-01-01,Miss Cast Away
1987-01-01,Business as Usual
1997-11-20,Thank God He Met Lizzie
1917-06-25,The Rough House
2013-04-05,Evil Dead
2013-03-27,Trance
1966-07-31,The War of the Gargantuas
1952-05-14,The Machine That Kills Bad People
2013-04-02,Chasing Beauty
2011-04-01,Killing Bono
2013-03-15,Welcome to the Punch
2012-09-11,My Awkward Sexual Adventure
2012-10-29,Fly Me to the Moon
2011-02-24,A Family
2012-12-20,Papadopoulos & Sons
2011-04-23,Better This World
2005-01-07,Americano
2011-09-19,Skylab
2012-10-10,Putzel
1956-11-14,The Mountain
1966-10-01,The Fighting Prince of Donegal
2000-06-16,Poor White Trash
1984-11-14,Year of the Jellyfish
1967-06-20,Don't Make Waves
2008-03-01,The King of Texas
2012-07-23,About Face: Supermodels Then and Now
2001-08-15,According to Spencer
2009-01-01,National Geographic: Hitler's Stealth Fighter
2011-06-08,One Lucky Elephant
2010-05-14,Racing Dreams
2004-06-01,The Staircase
2012-09-11,Shepard & Dark
2010-01-22,Teenage Paparazzo
2013-04-07,50 Children: The Rescue Mission of Mr. and Mrs. Kraus
2013-04-10,Oblivion
2012-04-23,Nazis at the Center of the Earth
2012-03-08,The Fourth State
2008-06-07,God's Puzzle
2013-02-27,Siberian Education
2012-03-28,Dark Tide
1976-10-06,Bernice Bobs Her Hair
2012-01-21,Bones Brigade: An Autobiography
2013-02-22,To the Wonder
2013-04-12,42
1992-10-30,The Prodigal Son
1963-12-23,Ladybug Ladybug
2011-04-09,Happy
2011-10-27,The Truth of Lie
1970-11-27,The Castle of Cloads
2010-11-05,Bhutto
1975-01-01,Black Rose Ascension
2012-06-22,E Aí... Comeu?
1993-09-29,Undefeatable
1984-10-08,The Burning Bed
1955-11-15,A Lawless Street
1951-10-01,Across the Wide Missouri
2012-03-12,Seeking Asian Female
2012-09-04,Love Is All You Need
2012-06-15,Downeast
2011-10-29,U2: From the Sky Down
2011-09-23,Afghan Luke
1970-01-01,Alex in Wonderland
2001-10-26,Carne de gallina
2012-07-21,Wolf Children
2009-08-07,Mugabe and the White African
1959-12-26,Battle in Outer Space
2000-01-01,Tesla: Master of Lightning
2010-05-04,Never Sleep Again: The Elm Street Legacy
2012-09-11,Disconnect
2013-04-14,iSteve
2010-08-10,All American Orgy
2011-04-27,The Colors of the Mountain
1943-12-13,The Eternal Return
1961-01-01,Konga
1958-06-24,The H-Man
2013-04-11,Scary Movie 5
2009-09-04,Last Cowboy Standing
2012-09-15,Like Someone in Love
2007-01-23,The Invincible Iron Man
2011-05-16,Thor: Tales of Asgard
2009-09-19,Before Your Eyes
1967-01-01,"Yongary, Monster from the Deep"
2012-04-20,To the Arctic
2013-04-18,Pain & Gain
2011-09-09,The Holding
2012-03-27,Breaking Wind
1980-10-23,The Taming of the Shrew
1941-07-12,The Bride Came C.O.D.
1948-12-01,Mexican Hayride
2013-04-24,Iron Man: Rise of Technovore
2009-01-27,Hulk vs. Wolverine
2010-02-02,Planet Hulk
2013-06-27,A Band Called Death
2013-04-19,Home Run
2012-04-20,Resolution
2012-08-10,Grabbers
2012-09-27,Erased
2009-09-09,Albino Farm
1942-03-14,Always in My Heart
2012-02-28,Justice League: Doom
2013-04-22,Living on One Dollar
2013-01-08,The Grandmaster
1953-02-18,The Magnetic Monster
1935-02-22,After Office Hours
1991-07-24,American Kickboxer
1993-08-04,American Kickboxer 2
2013-03-18,American Winter
1932-02-26,Polly of the Circus
2006-10-13,Going to Pieces: The Rise and Fall of the Slasher Film
2008-11-11,One-Eyed Monster
1949-04-08,Prinsessa Ruusunen
2008-01-01,Yesterday Was a Lie
2012-05-23,Sofia's Last Ambulance
2013-06-12,This Is the End
2013-04-18,Iron Man 3
2008-02-03,Miss Austen Regrets
1977-09-07,Valentino
2013-04-12,Revolution
1931-06-21,The Black Camel
2008-09-06,Middle of Nowhere
2013-05-06,Superman: Unbound
1952-07-16,Zombies of the Stratosphere
2006-03-16,3° kälter
2013-04-18,The Numbers Station
2013-05-16,The English Teacher
2013-08-16,Standing Up
2010-09-10,Late Autumn
1979-01-01,"The Late, Great Planet Earth"
2000-01-01,A Better Way to Die
1954-04-07,Casanova's Big Night
2008-05-31,Tunnel Rats
1997-05-11,"20,000 Leagues Under the Sea"
1932-09-17,A Successful Calamity
2013-05-01,Mud
2011-01-13,L'industriale
1970-01-01,Chariots of the Gods
1976-10-02,The Human Tornado
2008-03-15,Aces 'N' Eights
2001-08-17,After The Storm
1988-12-04,The Tenth Man
1993-05-27,Bill Hicks: Revelations
1982-05-13,Perils of the Sentimental Swordsman
1980-09-14,War of the Shaolin Temple
2010-10-28,Majesty
2011-07-04,Dragon
1951-09-07,The Lost One
2013-01-20,Manhunt: The Inside Story of the Hunt for Bin Laden
2012-12-07,Cheerful Weather for the Wedding
2012-03-10,Small Apartments
1983-06-10,Holy Flame of the  Martial World
1976-10-28,The Web of Death
1982-01-21,Legendary Weapons of China
2009-06-27,Ju-on: White Ghost
2009-06-27,Ju-on: Black Ghost
1984-04-14,The South Shaolin Master
1987-01-01,Cold Steel
2011-10-22,The Afflicted
2013-04-23,Pawn
2011-09-22,Manborg
2008-10-17,Under the Salt
1979-12-09,Henry IV Part 1
2013-03-28,Family Weekend
2012-04-13,The Woman Who Wasn't There
1965-08-18,Sergeant Dead Head
2012-09-09,The Scapegoat
2011-09-11,8:46
2012-01-01,Hungry for Change
1997-09-12,Ovosodo
1979-12-16,Henry IV Part 2
1977-11-23,A Grin Without a Cat
1975-09-24,Numéro Deux
1964-08-02,Empire
2010-05-18,American Bandits: Frank and Jesse James
1976-12-22,Shaolin Temple
1977-10-14,The Sentimental Swordsman
1983-12-16,Descendant of the Sun
1998-01-01,A Brooklyn State of Mind
2008-10-12,Three and Out
2012-02-14,About Cherry
2012-12-07,Sushi Girl
2011-06-29,Where The Road Meets The Sun
1998-08-18,Airspeed
2013-05-02,The Arrested Development Documentary Project
1962-05-14,The Awful Dr. Orlof
1944-12-29,"Tomorrow, the World!"
2004-04-08,Enter the Phoenix
2013-06-07,Syrup
1973-01-01,The Candy Snatchers
1999-10-07,Fortress 2
2011-11-16,The Woman in the Fifth
1934-12-04,Dangerous Corner
1999-11-19,The Intruder
2013-05-10,The Great Gatsby
2009-11-10,Hurt
1976-10-30,How Much Wood Would a Woodchuck Chuck
1992-09-18,Hyenas
1999-09-15,Sicilia!
2010-10-09,Lesson Plan
1989-06-10,Lady Terminator
1988-12-21,The Little Thief
1953-09-01,A Blueprint for Murder
2001-06-18,A Huey P. Newton Story
2012-04-14,An Affair of the Heart
2011-03-15,My Sucky Teen Romance
2013-05-05,Star Trek Into Darkness
1989-01-21,Sweet Home
2013-03-22,The Last Chance: Diary of Comedians
1944-04-16,An American Romance
2012-12-31,Andrew Dice Clay: Indestructible
2002-04-02,Angels Don't Sleep Here
2012-06-15,Foreverland
2012-04-26,Wish You Were Here
2009-10-03,Tales of Vesperia: The First Strike
2012-11-11,Reincarnated
2013-06-07,The Internship
2007-03-16,Bliss
1977-01-01,La Soufrière
1951-11-27,The Man with a Cloak
2007-11-08,Spine Tingler! The William Castle Story
1997-01-19,Last Stand at Saber River
2012-07-17,The Flaying
1931-04-18,The Secret Six
2004-10-06,The Corsican File
1970-01-15,Zatôichi Meets Yojimbo
2009-08-28,Deep in the Valley
2012-12-05,King of Katoren
