release_year,title,popularity
2013,The Reluctant Fundamentalist,6.231928
2013,Rapture-Palooza,9.603327
2010,100 years of evil,0.042096
2012,Speed - In Search of Lost Time,0.198423
2007,After Him,0.612802
1966,The Witches,1.014505
2009,Tetsuo: The Bullet Man,1.658163
2013,20 Feet from Stardom,8.283621
1977,Perfumed Nightmare,0.009192
1990,Far Out Man,1.522173
2011,Out Late,0.011845
2010,Bad Blood: A Cautionary Tale,0.006025
2012,Beverly Hills Chihuahua 3 - Viva La Fiesta!,4.01161
2008,AM1200,0.523995
1970,The Executioner,1.252001
2008,Looking for Palladin,0.01982
2013,The Bling Ring,7.913029
2007,The Mugger,0.168087
2013,Monsters University,16.267502
2012,Donos de Portugal,0.008236
2013,Hammer of the Gods,5.093586
2012,6 Month Rule,0.125429
2010,A Beginner's Guide to Endings,0.564126
2010,The War You Don't See,0.732773
2013,Schlussmacher,4.372036
1993,From the East,0.164233
1979,Doomed Love,0.013577
1974,"Reason, Debate and a Story",2.87607
1979,Julius Caesar,4.1e-05
1975,Wedding Trough,0.52976
2009,Oblivion Island: Haruka and the Magic Mirror,1.919196
2012,Eden,3.928695
2011,Days of Grace,1.350744
2011,Fullmetal Alchemist: The Sacred Star of Milos,2.463401
2013,American Idiots,0.618902
2012,Maniac,8.804658
2012,Not Suitable For Children,6.431209
2012,The Lesser Blessed,0.518664
2013,A Common Man,3.206962
2013,Pacific Rim,33.949359
2013,Lego Batman: The Movie - DC Super Heroes Unite,1.607783
2013,The Best Offer,8.995603
2012,Sassy Pants,1.83717
1968,A Flea In Her Ear,0.816407
1961,Ada,0.350902
2005,Adam and Eve,1.621741
2013,World War Z,26.114917
2013,Elysium,15.232738
2013,Dirty Wars,6.413287
2004,I Want to Marry Ryan Banks,0.560975
1999,K-911,5.19009
1938,Mr. Moto's Gamble,1.060894
2012,Unconditional,7.536984
1987,Sign 'o' the Times,0.002001
1981,Just Before Dawn,1.239
2013,We Steal Secrets: The Story of WikiLeaks,8.469808
2013,What Maisie Knew,8.535611
2008,Dragon Hunter,1.31226
2013,Shark Alarm at Müggel Lake,1.559884
2012,The Revisionaries,0.296815
1968,The Anniversary,1.087084
1959,The Purple Gang,0.041885
1972,The Death of Maria Malibran,0.217022
1971,Minamata: The Victims and Their World,0.035301
2012,American Mary,9.912269
2012,Liz & Dick,1.267272
2013,Yamla Pagla Deewana 2,0.168763
2013,Europa Report,6.964263
2001,Känd från TV,0.567912
2013,Odd Thomas,7.090029
2004,Cigarettes and Coffee,0.36048
2012,Jim Gaffigan: Mr. Universe,1.047845
1971,The Projectionist,0.103888
1957,The Vampire,0.510668
2001,Love Ghost,0.582263
2009,The Sound of Insects: Record of a Mummy,0.155071
2011,Blutzbrüdaz,0.992885
2013,Despicable Me 2,24.82355
2013,White House Down,9.920223
2013,The World's End,9.830382
2012,Keith Lemon: The Film,0.941501
2012,Back to 1942,1.678013
2013,Hummingbird,8.801032
2013,Love and Lemons,0.343246
2011,The Hounds,0.101706
2013,The Heat,12.706403
2013,May I Kill U?,0.393771
1961,Very Important Person,0.424395
2010,The Last Seven,0.719257
2013,The Lone Ranger,12.729104
2012,Happiness Never Comes Alone,4.143244
2010,My Perestroika,0.347137
1951,A Millionaire for Christy,0.151177
1999,Aftershock: Earthquake in New York,6.930899
1985,The Doctor and the Devils,2.993009
2012,Flicker,0.498719
2010,Hong Kong Confidential,0.859549
2002,Life Without Dick,2.476312
2000,The Beach Boys: An American Family,0.002363
1915,Hypocrites,0.32164
2007,A Grandpa for Christmas,0.328617
1935,"Ah, Wilderness!",0.746099
2001,Crossfire Trail,4.806092
2012,The Thieves,3.863016
2011,Woody Allen: A Documentary,2.945649
2007,Epitaph,1.096971
2012,Passion,10.260026
2013,Pussy Riot: A Punk Prayer,0.870165
2008,Batman Unmasked: The Psychology of the Dark Knight,1.084614
1991,Ghoulies III: Ghoulies Go to College,1.540257
1994,Ghoulies IV,2.470516
2012,Call Girl,3.908079
2007,Alive Day Memories: Home from Iraq,0.129789
2012,How to Make Money Selling Drugs,2.977883
2011,The Stig-Helmer Story,1.076739
1997,The Ice House,1.485183
2005,Return of the Living Dead: Necropolis,8.195958
2013,V/H/S/2,10.714779
2005,Return of the Living Dead: Rave to the Grave,8.186979
2010,Arctic Blast,5.270343
2013,Gideon's Army,0.223415
1983,Macbeth,0.328289
2012,The Knot,1.005983
2013,Cottage Country,5.743909
1951,Along the Great Divide,0.79082
1946,Ambush Trail,0.011725
1992,American Samurai,1.280278
2010,Food Matters,3.292247
2007,Bad Girls,2.016527
2008,ICHI,4.404908
1982,The Shadow Riders,3.108433
2010,Inadequate People,1.50953
1934,Kid Millions,0.160727
2013,The Spectacular Now,8.098964
2012,Thanks for Sharing,11.26248
2013,The Lifeguard,5.499664
2010,Ed Hardy: Tattoo the World,0.041734
2011,Vile,5.003941
2012,What's in a Name,7.038718
2010,Partners: The Movie II,0.007879
2012,A Hijacking,5.945296
2010,Tell Me and I Will Forget,0.005882
1996,Trilogy of Terror II,1.15884
2013,Big Star: Nothing Can Hurt Me,0.742895
2013,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,0.153191
1967,It's a Bikini World,0.273974
2012,Dead Man's Burden,0.845067
2013,Downloaded,2.82234
2013,Jug Face,5.305049
1934,Chu Chin Chow,0.01265
2013,Gagarin: First in Space,2.242009
1972,Taming of the Fire,0.10575
2013,Sharknado,4.928195
1980,Hamlet,0.48737
2010,Please Remove Your Shoes,0.165904
2013,Craig Ferguson: I'm Here to Help,0.429412
1991,Lune Froide,0.380269
2012,Stuck in Love,6.715938
1992,Class Act,5.196912
2011,How to Live Forever,0.517199
1999,ATF,0.208333
1991,Den ofrivillige golfaren,2.059092
1990,Brain Dead,10.28123
2013,Fruitvale Station,13.305596
2013,Sēņotāji,0.014823
1981,A Limousine the Colour of Midsummer's Eve,0.001586
1974,Apple in the River,0.348978
2008,Making a Killing: The Untold Story of Psychotropic Drugging,0.228266
2009,Pax Americana and the Weaponization of Space,0.062185
1965,Arizona Raiders,0.392813
2013,Bhaag Milkha Bhaag,4.342418
2013,D-Day,1.462374
1989,The Terror Within,1.292125
1995,The Surgeon,1.141545
2012,Tai Chi Hero,3.164718
1945,Zombies on Broadway,0.414715
2013,R.I.P.D.,9.369679
2010,The Client List,3.723562
2013,Justice League: The Flashpoint Paradox,9.527559
2011,United,3.412706
1966,Death Is a Woman,0.33135
2013,Ip Man: The Final Fight,1.54105
2013,Pawn Shop Chronicles,6.637114
2013,Killing Season,13.382027
2012,Joker,0.966606
2005,Gitmo,0.110953
2010,My Avatar and Me,0.020993
1968,The Blood Beast Terror,1.17773
1981,Othello,0.653579
2013,A Field in England,13.567726
2013,The Conjuring,14.90169
2004,Everything,0.554708
1964,The Starfighters,0.252602
2011,Love,3.760776
2011,Mean Girls 2,7.515436
2013,The Colony,9.726664
2011,A Warrior's Heart,7.72479
2007,An Angel Named Billy,0.187181
2013,Scenic Route,5.471865
1967,Slave Girls,1.018994
1989,"Bashu, the Little Stranger",0.478812
1962,Wild Gals of the Naked West,1.504398
2013,The Cheshire Murders,1.479249
2012,Dragon Age: Dawn of the Seeker,2.255852
1947,The Damned,0.461157
2013,Gasland Part II,0.405805
2006,The Human Behavior Experiments,0.212655
2013,Turbo,8.979753
1958,Gunman's Walk,1.60834
2013,The Devil's in the Details,1.590978
2013,The Wolverine,3.918287
2012,Sol,0.061257
2007,The Devil Dared Me To,6.91842
1965,Sky West and Crooked,0.632929
2011,Make Believe,0.077778
2013,Gold,4.77299
2001,Sacrificio: Who Betrayed Che Guevara,0.071988
2008,Let's Make Money,1.980374
2003,The Middle of the World,1.31979
2013,The Crash Reel,2.212038
2013,Drinking Buddies,7.745083
2012,90 Minutes,1.188532
2013,Hell Baby,4.899401
2013,RED 2,11.04233
1987,Miami Connection,1.972494
2012,The Battery,3.530559
2013,Coffee Town,3.024814
1990,The Death of the Incredible Hulk,4.541138
1939,"Nick Carter, Master Detective",0.081235
2013,Vehicle 19,10.803734
2006,To Get to Heaven First You Have to Die,0.166991
1991,Tinpis Run,0.350449
1991,Out of Life,0.365192
2005,Fetching Cody,0.320755
2012,Black & White & Sex,1.2644
1970,Witchhammer,0.716033
2007,Whisper of Sin,0.169469
2005,Forest of the Gods,0.19364
2007,RFK Must Die The Assassination Of Bobby Kennedy,0.093564
2013,New World,5.323934
1935,Page Miss Glory,0.670175
2010,The Battle for Marjah,0.076597
2011,Holidays by the Sea,0.492842
2012,Revenge for Jolly!,6.206395
2013,Night Train to Lisbon,6.976215
2012,Bigfoot,1.516298
2007,Consuming Kids: The Commercialization of Childhood,0.180931
2009,The Breath,1.315237
2008,Iran Is Not the Problem,0.075397
2011,Mighty Uke,0.011213
1957,The Hard Man,0.255555
2013,2 Guns,13.336512
2013,First Comes Love,0.11618
2012,Rafa,0.390674
1994,Giorgino,2.659592
2007,The All Together,0.420003
1988,Aloha Summer,1.256126
2011,Hell and Back Again,0.990359
2012,Lost in Thailand,1.789133
2013,The Last Days,5.961623
2013,Our Nixon,0.420779
1998,Off the Menu: The Last Days of Chasen's,0.051061
2012,Darling Companion,1.629119
2013,Blue Jasmine,12.61244
2013,Frankenstein's Army,5.451583
2013,The Great Beauty,8.176134
2002,Whatever You Say,0.651499
1988,Troma's War,0.91251
2012,Only the Young,0.423216
2013,The Canyons,4.281631
1998,Always Outnumbered,0.86635
1991,And You Thought Your Parents Were Weird!,0.000578
1989,Another Chance,0.471335
1942,Andy Hardy's Double Life,0.144944
1978,They Called Him Bulldozer,2.666812
1982,Bomber,3.366866
1973,Three Giant Men,0.605245
2013,Blood Shot,1.393393
1935,Another Face,0.014357
1950,Armored Car Robbery,2.393434
2011,Fred & Vinnie,0.009883
2012,"Love, Marilyn",4.836391
2013,Beneath,7.244622
1989,Arena,0.773352
1998,The Second Arrival,2.305426
1995,Two Guys Talkin' About Girls,0.121323
2000,Phantom of the Megaplex,1.602574
1953,The Redhead from Wyoming,0.154625
1992,Baby on Board,0.353766
2011,Battle for Brooklyn,0.053443
2012,Vares - The Path Of The Righteous Men,0.562559
2013,Alcan Highway,0.120931
2013,Louis C.K.: Oh My God,3.460311
1998,The Count of Monte Cristo,3.662748
2013,Percy Jackson: Sea of Monsters,10.338222
2013,The Smurfs 2,10.640864
2013,Alan Partridge: Alpha Papa,10.130541
1990,Class of 1999,6.700173
2013,Computer Chess,2.826746
1971,The Devil's Nightmare,1.57184
2012,The Attack,2.0275
2013,My Little Pony: Equestria Girls,8.353231
1978,Lupin the Third: The Secret of Mamo,0.961479
2000,Bloody Murder,0.238675
2013,Miss You Can Do It,0.259069
1989,The Road to Brown,0.0
1967,The Forsyte Saga,0.023148
2012,Jay and Silent Bob Go Down Under,0.914668
1953,The Brute,0.367499
2013,Man of Tai Chi,11.829231
1957,Zombies of Mora Tau,0.823628
1957,The Giant Claw,0.975971
2013,Prince Avalanche,6.57698
1956,The Werewolf,0.327657
2003,Batman: Mystery of the Batwoman,8.26786
2011,Green Lantern: Emerald Knights,7.226834
1955,Creature with the Atom Brain,3.210566
1992,Kickboxer 3: The Art of War,2.426706
2013,From One Second to the Next,0.466299
1994,Kickboxer 4: The Agresor,1.85208
1994,Class of 1999 II - The Substitute,4.140523
2013,We're the Millers,18.474368
1984,Growing Pains,0.853913
2012,Burning Bright,3.446584
2013,Grown Ups 2,9.411725
2013,DEFCON: The Documentary,0.482542
2011,Jamie and Jessie Are Not Together,0.527275
2012,Drug War,4.330183
1939,The Cat and the Canary,1.079371
1990,Criminal Justice,1.460826
2011,Farmageddon,0.286949
2013,Kick-Ass 2,13.570264
2013,Riddick,9.596377
2013,Planes,11.604181
1964,"Fight, Zatôichi, Fight",1.758765
1939,Mr. Moto in Danger Island,0.224115
1937,A Family Affair,0.009057
2008,Killer at Large,0.249513
1988,Cameron's Closet,0.861473
2013,Blackfish,5.495138
2013,Paranoia,7.249581
2012,The Legend of Kaspar Hauser,1.031736
1935,The Black Room,1.429967
2013,The Wind Rises,9.310866
2009,"Maria, ihm schmeckt's nicht!",1.907941
2005,A golpes,0.334828
1966,Around the World Under the Sea,0.201091
2013,Evidence,8.306389
1986,Amorosa,0.932271
2013,Jobs,14.294019
1992,The Supper,0.524492
1994,Moving the Mountain,0.146446
2013,The Mortal Instruments: City of Bones,14.336187
2011,Hitler's Children,0.335585
2006,Flight of the Conchords: A Texan Odyssey,0.042821
2010,The First Grader,2.536406
2013,Touchy Feely,2.976672
2012,Four Horsemen,0.394626
2013,It Happened in Saint-Tropez,8.834976
1940,Vassilisa the Beautiful,0.099605
2013,The Butler,11.061894
2013,In a World...,9.769134
2001,Askari,0.009694
1981,Madhouse,1.289193
1964,Back Door to Hell,0.252623
2013,Terms and Conditions May Apply,3.238145
2012,Alias Ruby Blade,0.009794
2008,Between Sheets,0.44424
2012,Museum Hours,2.225564
2013,Ain't Them Bodies Saints,5.086013
2011,Money Matters,0.148981
2012,Sunset Strip,0.383737
2010,Wartorn: 1861-2010,0.581084
1956,A Cry in the Night,1.017665
2013,About Time,11.213913
2011,Tatsumi,0.592222
2013,Chennai Express,4.19356
2011,The Source Family,0.296608
2008,Cold Prey II,6.987879
2010,Cold Prey III,1.817929
2007,When Nietzsche Wept,1.063441
1971,Four Flies on Grey Velvet,2.873255
2012,Fill the Void,1.647014
2012,Truth or Dare,4.711164
2012,Shadows of Liberty,0.292859
2012,Looking for Hortense,0.742452
2010,Justice League: Crisis on Two Earths,6.108241
2012,Somewhere Between,0.762853
2011,The Snows of Kilimanjaro,2.129725
2011,Enter Nowhere,3.205782
2011,Journey to Portugal,0.042926
1964,Belarmino,0.511532
2013,The Frozen Ground,12.388833
2011,Blubberella,0.859908
1972,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,0.079541
1981,The Marva Collins Story,0.589499
2011,You're Next,6.464826
1957,La Parisienne,0.206748
1973,Brothers O'Toole,9.1e-05
2010,Taipei Exchanges,0.905996
2006,Find Love,0.013657
1926,The Late Mathias Pascal,0.161462
1948,A Date with Judy,0.667169
1945,A Royal Scandal,0.866375
1963,A Ticklish Affair,0.096838
2011,The Woman in the Septic Tank,0.227735
1972,The Glass House,0.223332
2012,Confine,0.460859
2013,Sparrows Dance,0.742942
2009,Mediterranean Food,0.635504
1989,Clownhouse,1.820459
2013,Empire State,9.003792
1983,The Crimson Permanent Assurance,1.400679
1990,Dolly and Her Lover,0.75899
2012,So It Goes,0.00831
1995,The Immortals,0.825042
1997,Joyride,1.05181
2003,My Wife Is a Gangster 2,1.464944
2012,Queen of Montreuil,0.415904
2012,Crawlspace,4.606329
2011,The Ghostmaker,1.85213
2009,Mutants,2.464117
1938,Too Hot to Handle,0.533529
1953,Act of Love,1.169288
1980,Act Of Love,0.010648
2012,The Seasoning House,4.565307
2013,Polite People,0.113596
2009,Logorama,2.603271
2009,The Little Traitor,0.851861
2009,Tidal Wave,4.136356
2011,Family Band: The Cowsills Story,0.063214
2011,The Chicago 8,0.974037
2013,The World According to Dick Cheney,0.191474
2013,The Stranger Within,3.40629
2013,Something Real and Good,0.719208
2005,The Last Drop,1.631359
2008,Autopsy,4.230297
1999,Komodo,2.175912
2009,"Trust Us, This Is All Made Up",0.00525
1948,Apartment for Peggy,0.15346
1956,Back from Eternity,0.453886
1997,Back in Business,0.073318
2013,Adore,12.260159
2008,French Roast,0.997772
2011,TT3D: Closer to the Edge,2.73673
2010,The Lost Future,3.099622
1951,The Long Dark Hall,0.106919
1951,Sealed Cargo,2.257847
2012,Maria Bamford: The Special Special Special!,0.402536
1950,A Life of Her Own,0.808676
1976,The First Nudie Musical,0.096085
1988,Freeway,0.241093
1996,Naked Souls,0.270176
2012,Simon Killer,1.473161
2012,Dracula 3D,4.038628
1980,The Kidnapping Of The President,0.035914
1997,Kitchen Party,0.29947
1999,King Cobra,0.926094
2013,The Last of Robin Hood,11.096363
2012,The Suicide Shop,5.496384
1991,Subspecies,2.159789
1993,Bloodstone: Subspecies II,0.924228
1994,Bloodlust: Subspecies III,1.192999
1957,From Hell It Came,0.630434
1990,Zapped Again!,0.828592
2013,Instructions Not Included,6.507895
1998,Subspecies 4: Bloodstorm,0.657037
2013,The Motivation,0.920587
1998,The Conman,0.557097
2013,Koch,0.048664
2013,One Direction: This Is Us,5.988929
1968,Murder à la Mod,0.533862
1916,The Fireman,1.250114
2013,Closed Circuit,12.797172
1971,Doctors' Wives,2.244142
2013,Euro Trapped,1.715923
2000,Killjoy,0.531305
2002,Killjoy 2: Deliverance from Evil,0.525622
2010,Killjoy 3,1.108782
2013,Evocateur: The Morton Downey Jr. Movie,0.196681
2013,Getaway,13.224288
2013,A Teacher,2.957165
2011,"Leafie, a Hen Into the Wild",1.409111
2012,"High Tech, Low Life",0.102274
2012,Killjoy Goes To Hell,0.63753
2010,Puppet Master: Axis of Evil,0.866995
2012,Three Worlds,0.554759
1955,The Cockleshell Heroes,0.931527
2002,King of Texas,0.410787
1981,The Secret of the Third Planet,1.559882
2007,Hack!,9.752789
1956,Backlash,0.794079
1998,Black Sun: The Mythological Background of National Socialism,0.660482
1999,The Item,0.071764
2011,I Am,5.575762
1954,Phantom of the Rue Morgue,0.657419
2009,Bad Girl Island,1.013005
1941,Bad Men of Missouri,1.692907
1958,Badman's Country,0.036546
2011,Hunky Dory,0.915237
2013,American Vagabond,0.064238
2013,The Story of Luke,2.097056
1953,The Glass Web,0.54829
1977,The Incredible Melting Man,1.849651
1987,Rage of Honor,1.062073
1997,Setouchi Moonlight Serenade,0.002307
2013,Gravity,18.50194
2013,And Now a Word from Our Sponsor,1.39366
2007,Spin,1.210178
1989,Lisa,0.418774
1965,The Coward,1.258328
2013,I Spit on Your Grave 2,12.75872
2013,What If,10.841891
2012,Ping Pong,0.112029
2012,Angels of Sex,2.786267
1978,Deathsport,1.138395
2007,Unfinished Sky,0.359818
2012,The History of Future Folk,1.807096
2013,Prisoners,11.96262
2013,Out of the Furnace,6.760321
2012,The Conspiracy,4.531007
2012,Good Vibrations,2.390972
2013,Austenland,8.076305
2013,Insidious: Chapter 2,9.040324
2013,The Ultimate Life,1.779834
2013,Rush,10.63552
2001,Vizontele,1.807017
2013,This Is Martin Bonner,0.553315
2013,The Family,8.047735
2011,The Crimson Petal and the White,0.732176
2010,Almost Kings,0.167343
1995,High on Crack Street: Lost Lives in Lowell,0.150412
2007,King Lines,0.215744
2013,Short Term 12,12.34835
2012,At Any Price,4.278909
1987,I Was a Teenage Zombie,0.920734
1984,Joy of Sex,0.156912
1993,Just One of the Girls,7.895476
2005,Aurora Borealis,2.405421
1946,Badman's Territory,0.623176
1936,The Milky Way,0.480208
2004,Imaginary Witness: Hollywood and the Holocaust,0.911984
2004,Eminem AKA,0.388476
2013,Salinger,7.486516
2012,Tears of Steel,3.611436
2009,The Jerk Theory,2.080815
1995,Jungleground,0.535497
2013,Table No. 21,1.293793
2012,Paradise: Faith,2.387892
2009,The Human Family Tree,0.155266
2008,The Story of Maths,0.005036
2007,End of the Line,2.466547
2004,The Last Run,0.994808
1932,The Wet Parade,0.62124
1988,Collision Course,0.515425
2012,Post Tenebras Lux,2.644964
2005,Ice Age Columbus: Who Were the First Americans?,0.043244
2013,Farah Goes Bang,0.893768
2013,The To Do List,7.081404
2013,Dragon Day,1.439026
1969,The Wedding Party,0.349944
2012,The Unspeakable Act,1.875791
1990,Shakma,3.185409
1915,The Champion,1.105624
1915,A Jitney Elopement,1.596403
2012,The Factory,7.913726
2009,Peacetime,1.104471
1957,Saint Joan,0.814008
2013,Hawking,1.505729
2008,Pig Hunt,1.568169
2013,Officer Down,2.900804
2009,Princess Protection Program,5.626141
1934,The Cat's-Paw,0.328868
1915,His Regeneration,0.077873
1914,Mabel at the Wheel,0.483293
2013,Grand Masti,1.250293
2013,Battle of the Year,5.0739
2012,Louis Theroux: Twilight of the Porn Stars,0.3172
2009,"Nightmares in Red, White and Blue",5.873644
1975,The Naked Civil Servant,0.596933
2009,An Englishman in New York,1.032342
2014,The Dragonphoenix Chronicles: Indomitable,0.381124
1994,Bandit's Silver Angel,0.755849
1986,Off Beat,1.27024
1992,Out on a Limb,1.305774
